Linux 5.19.0-43-generic (lsl-PC) 	06/10/2023 	_x86_64_	(16 CPU)

12:39:07 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:51 AM       7      0.99      0.00      0.99      0.00      0.00     98.02
12:39:51 AM       8      1.01      0.00      1.01      0.00      0.00     97.98
12:39:51 AM       9      2.97      0.00      0.99      0.00      0.00     96.04
12:39:51 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
12:39:51 AM      11      2.97      0.00      0.00      0.00      0.00     97.03
12:39:51 AM      12      1.00      0.00      0.00      0.00      0.00     99.00
12:39:51 AM      13      2.00      0.00      4.00      0.00      0.00     94.00
12:39:51 AM      14      5.94      0.00      2.97      0.00      0.00     91.09
12:39:51 AM      15      2.02      0.00      4.04      0.00      0.00     93.94

12:39:51 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:52 AM     all      5.73      0.00      0.38      0.00      0.00     93.90
12:39:52 AM       0      1.02      0.00      1.02      0.00      0.00     97.96
12:39:52 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
12:39:52 AM       2      7.22      0.00      1.03      0.00      0.00     91.75
12:39:52 AM       3      1.00      0.00      0.00      0.00      0.00     99.00
12:39:52 AM       4      7.00      0.00      0.00      0.00      0.00     93.00
12:39:52 AM       5      2.04      0.00      0.00      0.00      0.00     97.96
12:39:52 AM       6      7.84      0.00      0.98      0.00      0.00     91.18
12:39:52 AM       7      4.04      0.00      0.00      0.00      0.00     95.96
12:39:52 AM       8      1.98      0.00      0.00      0.00      0.00     98.02
12:39:52 AM       9     50.00      0.00      0.00      0.00      0.00     50.00
12:39:52 AM      10      2.00      0.00      0.00      0.00      0.00     98.00
12:39:52 AM      11      2.00      0.00      1.00      0.00      0.00     97.00
12:39:52 AM      12      2.04      0.00      1.02      0.00      0.00     96.94
12:39:52 AM      13      1.00      0.00      1.00      0.00      0.00     98.00
12:39:52 AM      14      2.00      0.00      0.00      0.00      0.00     98.00
12:39:52 AM      15      1.01      0.00      0.00      0.00      0.00     98.99

12:39:52 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:53 AM     all      1.70      0.00      3.96      0.00      0.00     94.35
12:39:53 AM       0      4.00      0.00      2.00      0.00      0.00     94.00
12:39:53 AM       1      3.06      0.00      1.02      0.00      0.00     95.92
12:39:53 AM       2      1.01      0.00      1.01      0.00      0.00     97.98
12:39:53 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
12:39:53 AM       4      7.92      0.00      0.99      0.00      0.00     91.09
12:39:53 AM       5      0.00      0.00      1.01      0.00      0.00     98.99
12:39:53 AM       6      0.99      0.00     18.81      0.00      0.00     80.20
12:39:53 AM       7      3.06      0.00      0.00      0.00      0.00     96.94
12:39:53 AM       8      1.00      0.00      0.00      0.00      0.00     99.00
12:39:53 AM       9      1.96      0.00      0.00      0.00      0.00     98.04
12:39:53 AM      10      0.00      0.00      1.00      0.00      0.00     99.00
12:39:53 AM      11      1.01      0.00      1.01      0.00      0.00     97.98
12:39:53 AM      12      0.00      0.00      1.01      0.00      0.00     98.99
12:39:53 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:39:53 AM      14      0.00      0.00     34.34      0.00      0.00     65.66
12:39:53 AM      15      3.03      0.00      1.01      0.00      0.00     95.96















12:39:53 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:54 AM     all      3.20      0.00      0.44      0.00      0.00     96.36
12:39:54 AM       0      1.00      0.00      1.00      0.00      0.00     98.00
12:39:54 AM       1      2.00      0.00      0.00      0.00      0.00     98.00
12:39:54 AM       2      2.06      0.00      0.00      0.00      0.00     97.94
12:39:54 AM       3      1.00      0.00      0.00      0.00      0.00     99.00
12:39:54 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
12:39:54 AM       5      1.98      0.00      0.99      0.00      0.00     97.03
12:39:54 AM       6      1.00      0.00      1.00      0.00      0.00     98.00
12:39:54 AM       7      7.00      0.00      0.00      0.00      0.00     93.00
12:39:54 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
12:39:54 AM       9      0.00      0.00      0.00      0.00      0.00    100.00
12:39:54 AM      10      0.00      0.00      1.00      0.00      0.00     99.00
12:39:54 AM      11     22.22      0.00      0.00      0.00      0.00     77.78
12:39:54 AM      12      1.98      0.00      0.00      0.00      0.00     98.02
12:39:54 AM      13      2.00      0.00      0.00      0.00      0.00     98.00
12:39:54 AM      14      5.10      0.00      2.04      0.00      0.00     92.86
12:39:54 AM      15      4.00      0.00      1.00      0.00      0.00     95.00

12:39:54 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:55 AM     all      4.02      0.00      1.01      0.19      0.00     94.78
12:39:55 AM       0      7.00      0.00      1.00      2.00      0.00     90.00
12:39:55 AM       1      2.97      0.00      2.97      0.99      0.00     93.07
12:39:55 AM       2      3.00      0.00      1.00      0.00      0.00     96.00
12:39:55 AM       3      1.01      0.00      0.00      0.00      0.00     98.99
12:39:55 AM       4      3.06      0.00      0.00      0.00      0.00     96.94
12:39:55 AM       5      0.00      0.00      1.02      0.00      0.00     98.98
12:39:55 AM       6      2.04      0.00      0.00      0.00      0.00     97.96
12:39:55 AM       7      0.00      0.00      2.00      0.00      0.00     98.00
12:39:55 AM       8      6.06      0.00      2.02      0.00      0.00     91.92
12:39:55 AM       9      0.99      0.00      0.99      0.00      0.00     98.02
12:39:55 AM      10      1.01      0.00      0.00      0.00      0.00     98.99
12:39:55 AM      11      6.93      0.00      1.98      0.00      0.00     91.09
12:39:55 AM      12      1.02      0.00      0.00      0.00      0.00     98.98
12:39:55 AM      13      0.00      0.00      1.00      0.00      0.00     99.00
12:39:55 AM      14      2.02      0.00      0.00      0.00      0.00     97.98
12:39:55 AM      15     27.00      0.00      2.00      0.00      0.00     71.00

12:39:55 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:56 AM     all      3.40      0.00      0.50      0.00      0.00     96.10
12:39:56 AM       0      2.04      0.00      0.00      0.00      0.00     97.96
12:39:56 AM       1      3.03      0.00      0.00      0.00      0.00     96.97
12:39:56 AM       2      3.00      0.00      0.00      0.00      0.00     97.00
12:39:56 AM       3      2.02      0.00      0.00      0.00      0.00     97.98
12:39:56 AM       4      3.03      0.00      2.02      0.00      0.00     94.95
12:39:56 AM       5      3.06      0.00      0.00      0.00      0.00     96.94
12:39:56 AM       6      8.91      0.00      0.99      0.00      0.00     90.10
12:39:56 AM       7      3.03      0.00      1.01      0.00      0.00     95.96
12:39:56 AM       8      2.00      0.00      1.00      0.00      0.00     97.00
12:39:56 AM       9      3.06      0.00      1.02      0.00      0.00     95.92
12:39:56 AM      10      4.04      0.00      1.01      0.00      0.00     94.95
12:39:56 AM      11      7.07      0.00      0.00      0.00      0.00     92.93
12:39:56 AM      12      2.00      0.00      1.00      0.00      0.00     97.00
12:39:56 AM      13      3.00      0.00      0.00      0.00      0.00     97.00
12:39:56 AM      14      3.00      0.00      0.00      0.00      0.00     97.00
12:39:56 AM      15      2.02      0.00      0.00      0.00      0.00     97.98

12:39:56 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:57 AM     all      1.51      0.00      0.25      0.00      0.00     98.24
12:39:57 AM       0      1.01      0.00      0.00      0.00      0.00     98.99
12:39:57 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
12:39:57 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
12:39:57 AM       3      2.00      0.00      0.00      0.00      0.00     98.00
12:39:57 AM       4      8.08      0.00      1.01      0.00      0.00     90.91
12:39:57 AM       5      0.00      0.00      1.01      0.00      0.00     98.99
12:39:57 AM       6      4.04      0.00      1.01      0.00      0.00     94.95
12:39:57 AM       7      2.97      0.00      0.99      0.00      0.00     96.04
12:39:57 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
12:39:57 AM       9      4.00      0.00      0.00      0.00      0.00     96.00
12:39:57 AM      10      1.01      0.00      0.00      0.00      0.00     98.99
12:39:57 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
12:39:57 AM      12      0.00      0.00      0.00      0.00      0.00    100.00
12:39:57 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:39:57 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
12:39:57 AM      15      1.00      0.00      0.00      0.00      0.00     99.00

12:39:57 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:58 AM     all      1.31      0.00      0.75      0.00      0.00     97.93
12:39:58 AM       0      0.00      0.00      1.01      0.00      0.00     98.99
12:39:58 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
12:39:58 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
12:39:58 AM       3      0.00      0.00      0.99      0.00      0.00     99.01
12:39:58 AM       4      7.14      0.00      2.04      0.00      0.00     90.82
12:39:58 AM       5      1.00      0.00      2.00      0.00      0.00     97.00
12:39:58 AM       6      0.98      0.00      2.94      0.00      0.00     96.08
12:39:58 AM       7      4.00      0.00      1.00      0.00      0.00     95.00
12:39:58 AM       8      1.96      0.00      0.00      0.00      0.00     98.04
12:39:58 AM       9      0.00      0.00      0.00      0.00      0.00    100.00
12:39:58 AM      10      4.00      0.00      1.00      0.00      0.00     95.00
12:39:58 AM      11      2.00      0.00      1.00      0.00      0.00     97.00
12:39:58 AM      12      0.00      0.00      0.00      0.00      0.00    100.00
12:39:58 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:39:58 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
12:39:58 AM      15      0.00      0.00      0.00      0.00      0.00    100.00

12:39:58 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:59 AM     all      1.32      0.00      0.31      0.00      0.00     98.37
12:39:59 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
12:39:59 AM       1      1.96      0.00      0.00      0.00      0.00     98.04
12:39:59 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
12:39:59 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
12:39:59 AM       4      2.02      0.00      1.01      0.00      0.00     96.97
12:39:59 AM       5      0.00      0.00      2.02      0.00      0.00     97.98
12:39:59 AM       6      5.00      0.00      0.00      0.00      0.00     95.00
12:39:59 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
12:39:59 AM       8      3.00      0.00      0.00      0.00      0.00     97.00
12:39:59 AM       9      1.96      0.00      1.96      0.00      0.00     96.08
12:39:59 AM      10      0.99      0.00      0.00      0.00      0.00     99.01
12:39:59 AM      11      4.12      0.00      0.00      0.00      0.00     95.88
12:39:59 AM      12      0.99      0.00      0.00      0.00      0.00     99.01
12:39:59 AM      13      1.02      0.00      0.00      0.00      0.00     98.98
12:39:59 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
12:39:59 AM      15      0.00      0.00      0.00      0.00      0.00    100.00

12:39:59 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:00 AM     all      1.76      0.00      0.50      0.00      0.00     97.74
12:40:00 AM       0      1.00      0.00      1.00      0.00      0.00     98.00
12:40:00 AM       1      0.00      0.00      1.01      0.00      0.00     98.99
12:40:00 AM       2      1.96      0.00      0.98      0.00      0.00     97.06
12:40:00 AM       3      1.00      0.00      0.00      0.00      0.00     99.00
12:40:00 AM       4      6.86      0.00      0.98      0.00      0.00     92.16
12:40:00 AM       5      0.00      0.00      1.01      0.00      0.00     98.99
12:40:00 AM       6      3.00      0.00      1.00      0.00      0.00     96.00
12:40:00 AM       7      1.02      0.00      0.00      0.00      0.00     98.98
12:40:00 AM       8      2.02      0.00      1.01      0.00      0.00     96.97
12:40:00 AM       9      1.00      0.00      1.00      0.00      0.00     98.00
12:40:00 AM      10      2.02      0.00      0.00      0.00      0.00     97.98
12:40:00 AM      11      4.04      0.00      0.00      0.00      0.00     95.96
12:40:00 AM      12      1.01      0.00      0.00      0.00      0.00     98.99
12:40:00 AM      13      1.02      0.00      0.00      0.00      0.00     98.98
12:40:00 AM      14      1.00      0.00      0.00      0.00      0.00     99.00
12:40:00 AM      15      1.00      0.00      0.00      0.00      0.00     99.00

12:40:00 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:01 AM     all      1.32      0.00      0.25      0.00      0.00     98.43
12:40:01 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
12:40:01 AM       1      1.98      0.00      0.99      0.00      0.00     97.03
12:40:01 AM       2      1.00      0.00      0.00      0.00      0.00     99.00
12:40:01 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
12:40:01 AM       4     10.10      0.00      2.02      0.00      0.00     87.88
12:40:01 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
12:40:01 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
12:40:01 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
12:40:01 AM       8      1.02      0.00      0.00      0.00      0.00     98.98
12:40:01 AM       9      1.01      0.00      0.00      0.00      0.00     98.99
12:40:01 AM      10      3.96      0.00      0.99      0.00      0.00     95.05
12:40:01 AM      11      1.01      0.00      0.00      0.00      0.00     98.99
12:40:01 AM      12      1.00      0.00      0.00      0.00      0.00     99.00
12:40:01 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:40:01 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
12:40:01 AM      15      0.00      0.00      0.00      0.00      0.00    100.00

12:40:01 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:02 AM     all      1.50      0.00      0.50      0.00      0.00     98.00
12:40:02 AM       0      1.00      0.00      0.00      0.00      0.00     99.00
12:40:02 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
12:40:02 AM       2      0.00      0.00      0.99      0.00      0.00     99.01
12:40:02 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
12:40:02 AM       4      4.00      0.00      1.00      0.00      0.00     95.00
12:40:02 AM       5      5.00      0.00      2.00      0.00      0.00     93.00
12:40:02 AM       6      0.00      0.00      1.00      0.00      0.00     99.00
12:40:02 AM       7      1.00      0.00      0.00      0.00      0.00     99.00
12:40:02 AM       8      2.00      0.00      0.00      0.00      0.00     98.00
12:40:02 AM       9      1.01      0.00      0.00      0.00      0.00     98.99
12:40:02 AM      10      1.96      0.00      0.98      0.00      0.00     97.06
12:40:02 AM      11      2.00      0.00      1.00      0.00      0.00     97.00
12:40:02 AM      12      1.98      0.00      0.00      0.00      0.00     98.02
12:40:02 AM      13      3.03      0.00      0.00      0.00      0.00     96.97
12:40:02 AM      14      1.02      0.00      1.02      0.00      0.00     97.96
12:40:02 AM      15      0.00      0.00      0.00      0.00      0.00    100.00

12:40:02 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:03 AM     all      1.45      0.00      0.25      0.00      0.00     98.30
12:40:03 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
12:40:03 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
12:40:03 AM       2      2.00      0.00      1.00      0.00      0.00     97.00
12:40:03 AM       3      1.00      0.00      0.00      0.00      0.00     99.00
12:40:03 AM       4      6.00      0.00      0.00      0.00      0.00     94.00
12:40:03 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
12:40:03 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
12:40:03 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
12:40:03 AM       8      4.90      0.00      1.96      0.00      0.00     93.14
12:40:03 AM       9      1.03      0.00      0.00      0.00      0.00     98.97
12:40:03 AM      10      1.01      0.00      0.00      0.00      0.00     98.99
12:40:03 AM      11      3.00      0.00      0.00      0.00      0.00     97.00
12:40:03 AM      12      0.00      0.00      1.01      0.00      0.00     98.99
12:40:03 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:40:03 AM      14      3.03      0.00      0.00      0.00      0.00     96.97
12:40:03 AM      15      0.99      0.00      0.00      0.00      0.00     99.01

12:40:03 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:04 AM     all      4.14      0.00      2.01      0.00      0.00     93.86
12:40:04 AM       0      2.02      0.00      0.00      0.00      0.00     97.98
12:40:04 AM       1      2.04      0.00      0.00      0.00      0.00     97.96
12:40:04 AM       2      4.95      0.00      0.99      0.00      0.00     94.06
12:40:04 AM       3      5.05      0.00      0.00      0.00      0.00     94.95
12:40:04 AM       4      3.06      0.00      0.00      0.00      0.00     96.94
12:40:04 AM       5      6.06      0.00      1.01      0.00      0.00     92.93
12:40:04 AM       6      4.04      0.00      0.00      0.00      0.00     95.96
12:40:04 AM       7      4.00      0.00      1.00      0.00      0.00     95.00
12:40:04 AM       8      3.00      0.00     18.00      0.00      0.00     79.00
12:40:04 AM       9      4.95      0.00      1.98      0.00      0.00     93.07
12:40:04 AM      10      5.88      0.00      0.98      0.00      0.00     93.14
12:40:04 AM      11      9.80      0.00      1.96      0.00      0.00     88.24
12:40:04 AM      12      3.00      0.00      2.00      0.00      0.00     95.00
12:40:04 AM      13      2.02      0.00      2.02      0.00      0.00     95.96
12:40:04 AM      14      4.00      0.00      1.00      0.00      0.00     95.00
12:40:04 AM      15      2.02      0.00      1.01      0.00      0.00     96.97

12:40:04 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:05 AM     all      1.57      0.00      0.31      0.00      0.00     98.12
12:40:05 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
12:40:05 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
12:40:05 AM       2      1.00      0.00      0.00      0.00      0.00     99.00
12:40:05 AM       3      3.96      0.00      0.00      0.00      0.00     96.04
12:40:05 AM       4      1.98      0.00      0.99      0.00      0.00     97.03
12:40:05 AM       5      1.01      0.00      1.01      0.00      0.00     97.98
12:40:05 AM       6      3.06      0.00      0.00      0.00      0.00     96.94
12:40:05 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
12:40:05 AM       8      3.96      0.00      0.99      0.00      0.00     95.05
12:40:05 AM       9      0.00      0.00      1.00      0.00      0.00     99.00
12:40:05 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
12:40:05 AM      11      6.12      0.00      0.00      0.00      0.00     93.88
12:40:05 AM      12      0.99      0.00      0.00      0.00      0.00     99.01
12:40:05 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:40:05 AM      14      2.97      0.00      0.99      0.00      0.00     96.04
12:40:05 AM      15      0.00      0.00      0.00      0.00      0.00    100.00

12:40:05 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:06 AM     all      1.63      0.00      0.38      0.00      0.00     98.00
12:40:06 AM       0      2.00      0.00      0.00      0.00      0.00     98.00
12:40:06 AM       1      1.00      0.00      0.00      0.00      0.00     99.00
12:40:06 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
12:40:06 AM       3      3.03      0.00      0.00      0.00      0.00     96.97
12:40:06 AM       4      1.00      0.00      0.00      0.00      0.00     99.00
12:40:06 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
12:40:06 AM       6      4.04      0.00      1.01      0.00      0.00     94.95
12:40:06 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
12:40:06 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
12:40:06 AM       9      1.01      0.00      0.00      0.00      0.00     98.99
12:40:06 AM      10      2.97      0.00      0.99      0.00      0.00     96.04
12:40:06 AM      11      5.00      0.00      2.00      0.00      0.00     93.00
12:40:06 AM      12      1.01      0.00      0.00      0.00      0.00     98.99
12:40:06 AM      13      0.99      0.00      0.00      0.00      0.00     99.01
12:40:06 AM      14      2.91      0.00      1.94      0.00      0.00     95.15
12:40:06 AM      15      0.99      0.00      0.00      0.00      0.00     99.01

12:40:06 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:07 AM     all      1.50      0.00      0.31      0.06      0.00     98.12
12:40:07 AM       0      0.00      0.00      1.00      0.00      0.00     99.00
12:40:07 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
12:40:07 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
12:40:07 AM       3      4.90      0.00      0.00      0.00      0.00     95.10
12:40:07 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
12:40:07 AM       5      1.98      0.00      1.98      0.00      0.00     96.04
12:40:07 AM       6      6.93      0.00      0.00      0.00      0.00     93.07
12:40:07 AM       7      1.01      0.00      0.00      0.00      0.00     98.99
12:40:07 AM       8      0.99      0.00      0.00      0.99      0.00     98.02
12:40:07 AM       9      0.00      0.00      0.00      0.00      0.00    100.00
12:40:07 AM      10      1.00      0.00      0.00      0.00      0.00     99.00
12:40:07 AM      11      2.06      0.00      1.03      0.00      0.00     96.91
12:40:07 AM      12      4.00      0.00      0.00      0.00      0.00     96.00
12:40:07 AM      13      1.01      0.00      0.00      0.00      0.00     98.99
12:40:07 AM      14      0.00      0.00      1.01      0.00      0.00     98.99
12:40:07 AM      15      0.00      0.00      0.00      0.00      0.00    100.00

12:40:07 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:08 AM     all      1.38      0.00      0.50      0.00      0.00     98.12
12:40:08 AM       0      1.00      0.00      0.00      0.00      0.00     99.00
12:40:08 AM       1      2.94      0.00      0.00      0.00      0.00     97.06
12:40:08 AM       2      0.99      0.00      0.99      0.00      0.00     98.02
12:40:08 AM       3      0.00      0.00      1.01      0.00      0.00     98.99
12:40:08 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
12:40:08 AM       5      2.06      0.00      2.06      0.00      0.00     95.88
12:40:08 AM       6      2.00      0.00      0.00      0.00      0.00     98.00
12:40:08 AM       7      0.00      0.00      1.00      0.00      0.00     99.00
12:40:08 AM       8      1.00      0.00      0.00      0.00      0.00     99.00
12:40:08 AM       9      0.99      0.00      0.99      0.00      0.00     98.02
12:40:08 AM      10      2.00      0.00      1.00      0.00      0.00     97.00
12:40:08 AM      11      1.04      0.00      1.04      0.00      0.00     97.92
12:40:08 AM      12      3.06      0.00      0.00      0.00      0.00     96.94
12:40:08 AM      13      2.00      0.00      0.00      0.00      0.00     98.00
12:40:08 AM      14      1.01      0.00      0.00      0.00      0.00     98.99
12:40:08 AM      15      1.98      0.00      0.00      0.00      0.00     98.02

12:40:08 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:09 AM     all      1.32      0.00      0.38      0.00      0.00     98.31
12:40:09 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
12:40:09 AM       1      2.02      0.00      1.01      0.00      0.00     96.97
12:40:09 AM       2      1.98      0.00      0.00      0.00      0.00     98.02
12:40:09 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
12:40:09 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
12:40:09 AM       5      4.04      0.00      1.01      0.00      0.00     94.95
12:40:09 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
12:40:09 AM       7      1.00      0.00      0.00      0.00      0.00     99.00
12:40:09 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
12:40:09 AM       9      0.00      0.00      1.02      0.00      0.00     98.98
12:40:09 AM      10      4.95      0.00      0.00      0.00      0.00     95.05
12:40:09 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
12:40:09 AM      12      0.00      0.00      0.99      0.00      0.00     99.01
12:40:09 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:40:09 AM      14      1.00      0.00      1.00      0.00      0.00     98.00
12:40:09 AM      15      6.00      0.00      1.00      0.00      0.00     93.00

12:40:09 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:10 AM     all      1.76      0.00      0.31      0.00      0.00     97.93
12:40:10 AM       0      1.00      0.00      0.00      0.00      0.00     99.00
12:40:10 AM       1      2.02      0.00      1.01      0.00      0.00     96.97
12:40:10 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
12:40:10 AM       3      2.00      0.00      0.00      0.00      0.00     98.00
12:40:10 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
12:40:10 AM       5      1.01      0.00      0.00      0.00      0.00     98.99
12:40:10 AM       6      5.10      0.00      0.00      0.00      0.00     94.90
12:40:10 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
12:40:10 AM       8      2.02      0.00      0.00      0.00      0.00     97.98
12:40:10 AM       9      0.99      0.00      0.00      0.00      0.00     99.01
12:40:10 AM      10      1.00      0.00      1.00      0.00      0.00     98.00
12:40:10 AM      11      1.98      0.00      0.99      0.00      0.00     97.03
12:40:10 AM      12      4.00      0.00      0.00      0.00      0.00     96.00
12:40:10 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:40:10 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
12:40:10 AM      15      6.93      0.00      1.98      0.00      0.00     91.09

12:40:10 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:11 AM     all      1.38      0.00      0.63      0.00      0.00     98.00
12:40:11 AM       0      2.00      0.00      1.00      0.00      0.00     97.00
12:40:11 AM       1      2.00      0.00      1.00      0.00      0.00     97.00
12:40:11 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
12:40:11 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
12:40:11 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
12:40:11 AM       5      0.00      0.00      2.00      0.00      0.00     98.00
12:40:11 AM       6      5.00      0.00      1.00      0.00      0.00     94.00
12:40:11 AM       7      0.00      0.00      1.01      0.00      0.00     98.99
12:40:11 AM       8      0.00      0.00      1.00      0.00      0.00     99.00
12:40:11 AM       9      0.00      0.00      0.00      0.00      0.00    100.00
12:40:11 AM      10      0.99      0.00      0.00      0.00      0.00     99.01
12:40:11 AM      11      5.00      0.00      2.00      0.00      0.00     93.00
12:40:11 AM      12      4.95      0.00      0.00      0.00      0.00     95.05
12:40:11 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:40:11 AM      14      0.00      0.00      1.00      0.00      0.00     99.00
12:40:11 AM      15      1.98      0.00      0.00      0.00      0.00     98.02

12:40:11 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:12 AM     all      3.27      0.00      1.01      0.00      0.00     95.72
12:40:12 AM       0      2.00      0.00      1.00      0.00      0.00     97.00
12:40:12 AM       1      2.02      0.00      0.00      0.00      0.00     97.98
12:40:12 AM       2      2.97      0.00      0.99      0.00      0.00     96.04
12:40:12 AM       3      2.00      0.00      1.00      0.00      0.00     97.00
12:40:12 AM       4      2.04      0.00      1.02      0.00      0.00     96.94
12:40:12 AM       5      2.02      0.00      1.01      0.00      0.00     96.97
12:40:12 AM       6      2.00      0.00      1.00      0.00      0.00     97.00
12:40:12 AM       7      3.03      0.00      0.00      0.00      0.00     96.97
12:40:12 AM       8      4.00      0.00      1.00      0.00      0.00     95.00
12:40:12 AM       9      7.14      0.00      0.00      0.00      0.00     92.86
12:40:12 AM      10      3.03      0.00      0.00      0.00      0.00     96.97
12:40:12 AM      11      6.86      0.00      1.96      0.00      0.00     91.18
12:40:12 AM      12      5.05      0.00      3.03      0.00      0.00     91.92
12:40:12 AM      13      3.03      0.00      2.02      0.00      0.00     94.95
12:40:12 AM      14      1.02      0.00      1.02      0.00      0.00     97.96
12:40:12 AM      15      4.08      0.00      1.02      0.00      0.00     94.90

12:40:12 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:40:13 AM     all      3.01      0.00      0.82      0.00      0.00     96.18
12:40:13 AM       0      3.06      0.00      0.00      0.00      0.00     96.94
12:40:13 AM       1      1.00      0.00      0.00      0.00      0.00     99.00
12:40:13 AM       2      3.92      0.00      1.96      0.00      0.00     94.12
12:40:13 AM       3      1.01      0.00      0.00      0.00      0.00     98.99
12:40:13 AM       4      0.99      0.00      1.98      0.00      0.00     97.03
12:40:13 AM       5      3.00      0.00      1.00      0.00      0.00     96.00
