18:13:30 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\20\0\22\0ar"..., 4096) = 4096
18:13:30 read(16, "\34\1\0\0X2\0\0\0encoder.block.3.layer.1"..., 135011) = 135011
18:13:30 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\16\0!\0ar"..., 4096) = 4096
18:13:30 read(16, "\277\0\0\3\277\0\0\270\277\0\0\272?\0\0\275\275\0\0\212>\0\0\216?\0\0Y\277\0\0("..., 263188557) = 263188557
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\16\0\4\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0u<\0\0002\274\0\0\370\274\0\0\265\274\0\0f\273\0\0\269\0\0\206\274\0\0~="..., 16773168) = 16773168
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\16\0\4\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0U>\0\0G\276\0\0\227>\0\0.>\0\0\201\275\0\0\255<\0\0\36?\0\0\302>"..., 16773168) = 16773168
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\16\0<\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0z\273\0\0\f>\0\0\271=\0\0\26\276\0\0\206\275\0\0\243\274\0\0\330<\0\0\207="..., 16773224) = 16773224
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\16\0<\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0\16\277\0\0Q\276\0\0*>\0\0\305=\0\0\275=\0\0\267\272\0\0\26=\0\0\323\276"..., 16773224) = 16773224
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\16\0<\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0f@\0\0R@\0\0\37@\0\0\361?\0\0\204?\0\0\273>\0\0\336\275\0\0'\276"..., 4096) = 4096
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\16\0<\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0|=\0\0s=\0\0@=\0\0n=\0\0\177=\0\0\211=\0\0@=\0\0\234="..., 4200) = 4200
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\16\0<\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0#>\0\0\271\275\0\0\216\274\0\0%\276\0\0\1\276\0\0\265\275\0\0S\276\0\0\236\275"..., 41939048) = 41939048
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\16\0<\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0o\276\0\0_=\0\0\240\275\0\0\355<\0\0\341=\0\0<<\0\0\v\276\0\0G\275"..., 41939048) = 41939048
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\16\0<\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0Q?\0\0c=\0\0\254\275\0\0L\272\0\0001\275\0\0$<\0\0\370\275\0\0n<"..., 41939048) = 41939048
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0\232=\0\0\306=\0\0'8\0\0\205=\0\0\25>\0\0\277=\0\0\265=\0\0\303<"..., 4208) = 4208
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0c\275\0\0\252;\0\0\300;\0\0\17\275\0\0\313<\0\0\232\274\0\0\300\274\0\0\231\274"..., 16773232) = 16773232
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0e=\0\0\211\276\0\0N>\0\0\257\275\0\0\271\276\0\0\234\276\0\0\207\276\0\0\4>"..., 16773232) = 16773232
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0\25\274\0\0\21\274\0\0\302=\0\0\242\274\0\0\312\275\0\0\26\276\0\0d;\0\0\35\274"..., 16773232) = 16773232
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0h>\0\0\260\275\0\0 \277\0\0\10\273\0\0\214\275\0\0\214=\0\0\300\275\0\0n<"..., 16773232) = 16773232
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0\33>\0\0\7>\0\0\352:\0\0\2>\0\0\">\0\0\t>\0\0\10>\0\0D="..., 4208) = 4208
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0_\276\0\0W>\0\0A\276\0\0\216<\0\0\202\275\0\0\244\274\0\0\213\275\0\0N>"..., 41939056) = 41939056
